identifier,ip,start,stop,pid,sim_self_overall,sim_other_overall,dissim_self_overall,dissim_other_overall,sim_self_careerstage,sim_self_position,sim_self_division,sim_self_industry,sim_self_sociocultural,sim_other_careerstage,sim_other_position,sim_other_division,sim_other_industry,sim_other_sociocultural,dissim_self_careerstage,dissim_self_position,dissim_self_division,dissim_self_industry,dissim_self_sociocultural,dissim_other_careerstage,dissim_other_position,dissim_other_division,dissim_other_industry,dissim_other_sociocultural,expectation_similar,likely_convo,age,sex,country,usa_race,white,black_afam,am_ind_native,asian,pac_is,other,race_6_text,hisp_lat,background,mom,dad,language,language_text,proficiency,survey_trouble,employment,job_level,job level_TEXT,joblevel_split
R_1CfntePAxzTlyTc,62.245.183.149,12/7/20 7:29,12/7/20 7:38,300,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,11,55,2,65,,,,,,,,,,65,65,65,2,,3,1,1,5,,2
R_3g5btbdMfoiCf3O,45.25.157.180,12/7/20 9:07,12/7/20 9:11,301,7,5,7,5,6,6,5,6,6,5,5,5,5,6,7,7,7,7,7,6,6,6,6,6,6,11,34,2,187,1,1,,,,,,,,187,,,1,,7,1,1,5,,2
R_1LFFz3JUIzHhvLh,148.168.40.128,12/7/20 7:13,12/7/20 7:18,302,7,5,6,4,7,7,7,7,7,5,5,5,5,5,7,7,7,7,7,4,4,4,4,4,5,11,53,2,187,1,1,,,,,,,,187,,,1,,7,1,1,4,,2
R_2xXl4y7BOvzLSb2,192.36.28.75,12/7/20 8:32,12/7/20 8:41,303,6,6,6,6,6,4,4,4,6,6,4,5,5,6,5,5,5,5,6,6,5,4,4,6,4,11,62,2,168,,,,,,,,,,168,168,168,6,Swedish,5,1,1,6,Specialist,
R_2ty4xQJk0bYpTwM,77.77.184.187,12/10/20 3:32,12/10/20 3:38,304,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,11,57,2,65,,,,,,,,,,65,65,65,2,,4,1,1,5,,2
R_3iQKC9pvhgTVR9j,168.224.160.21,12/7/20 6:38,12/7/20 6:42,305,7,6,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,11,55,2,10,,,,,,,,,,10,10,10,2,,7,1,1,4,,2
R_3FKcYmHtnGbA2lG,104.129.205.12,12/7/20 7:00,12/7/20 7:05,306,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,9,30,2,187,1,1,,,,,,,,187,,,1,,7,1,1,5,,2
R_6YCWdiOAskPuMRr,87.134.57.9,12/7/20 8:38,12/7/20 8:44,307,6,6,6,6,4,4,6,6,6,4,4,5,5,5,6,6,6,6,6,6,6,6,6,6,4,8,51,1,65,,,,,,,,,,65,65,65,2,,7,1,1,1,,0
R_25ZwKEccmW3KIeL,37.201.227.218,12/7/20 7:10,12/7/20 7:14,308,6,5,5,4,5,3,3,5,6,5,3,3,3,5,5,6,6,3,4,5,5,3,3,3,5,9,29,2,65,,,,,,,,,,65,65,65,2,,7,1,1,4,,2
R_2wo6thknJ9yHBDE,91.192.15.78,12/10/20 0:53,12/10/20 0:59,309,6,6,6,6,4,4,6,4,3,4,4,6,3,3,5,6,6,5,4,5,5,5,4,3,3,8,42,1,65,,,,,,,,,,65,61,65,2,,6,1,1,6,,
R_2P1qsPwBMfGkY4u,60.125.106.234,12/8/20 19:40,12/8/20 19:54,310,7,7,6,6,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,8,46,2,86,,,,,,,,,,86,86,86,6,JAPANESE,4,2,1,5,,2
R_2QYCXq8vDMN41Vo,88.201.235.47,12/7/20 7:57,12/7/20 8:06,311,6,6,5,5,5,6,3,6,4,5,6,3,6,4,6,7,4,5,5,5,6,4,3,4,5,9,32,2,143,,,,,,,,,,143,143,143,6,Russian,7,1,1,2,,0
R_27y5T8HN3oDCi7s,91.192.15.77,12/14/20 0:18,12/14/20 0:23,312,4,4,7,7,6,6,6,7,4,4,6,6,6,4,7,7,7,4,4,5,5,7,4,4,5,11,22,2,65,,,,,,,,,,65,65,65,2,,5,1,1,5,,2
R_pRk4R1yHx1Kx0sN,147.161.165.6,12/7/20 7:15,12/7/20 7:22,313,7,6,7,7,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,4,11,24,1,65,,,,,,,,,,65,65,65,2,,6,1,6,6,Intern,
R_1InI3ALCTu4ue4e,185.37.136.122,12/8/20 1:26,12/8/20 1:32,314,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,11,50,2,65,,,,,,,,,,65,65,65,2,,4,1,1,4,,2
R_2E0Ok5I3OJkfyV7,168.224.160.23,12/7/20 7:08,12/7/20 7:11,315,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,10,43,2,10,,,,,,,,,,10,10,10,2,,6,1,1,3,,1
R_3Gv2YRh4SmY0Soj,95.222.215.96,12/7/20 7:01,12/7/20 7:09,316,7,7,7,7,7,7,7,7,7,7,7,6,7,6,7,6,5,5,4,7,5,6,6,4,2,11,43,1,65,,,,,,,,,,42,42,42,6,Croatian,6,1,1,3,,1
R_3MtXMeAUWT9jMM9,95.90.199.234,12/7/20 7:24,12/7/20 7:27,317,7,6,7,6,7,7,7,7,7,6,6,6,6,6,7,7,7,7,7,6,6,6,6,6,5,10,40,1,65,,,,,,,,,,9,9,123,1,,7,1,1,3,,1
R_30pFPdnpDxR0uyn,195.145.170.179,12/8/20 1:30,12/8/20 1:36,318,3,3,5,5,4,4,5,3,4,3,3,5,4,4,5,4,4,5,5,5,4,4,5,5,4,11,42,2,65,,,,,,,,,,65,65,65,2,,6,1,1,1,,0
R_2ffkFFbCJRG1i0e,165.225.241.43,12/7/20 7:34,12/7/20 7:38,319,6,5,5,5,5,5,6,6,6,5,5,5,5,6,6,5,5,5,6,5,5,5,6,6,4,11,38,2,65,,,,,,,,,,65,122,65,2,,5,1,1,4,,2
R_2EF3IjVJ6PjP6P5,165.225.194.180,12/9/20 6:54,12/9/20 7:02,320,4,4,5,5,6,6,6,6,6,6,6,6,6,6,4,4,4,4,5,4,4,4,4,4,4,11,35,2,65,,,,,,,,,,143,143,143,6,russian,5,1,1,4,,2
R_1ie5LZ4ZxBIoaXS,46.139.41.68,12/10/20 8:02,12/10/20 8:07,321,6,4,7,7,3,6,6,7,2,6,6,6,6,6,4,7,3,3,7,4,4,3,3,3,1,11,31,2,76,,,,,,,,,,76,76,76,1,,6,1,1,4,,2
R_2xzVg7Xidyr43bm,62.245.183.149,12/8/20 1:27,12/8/20 1:37,322,6,6,7,6,5,6,4,5,6,5,6,5,5,5,6,5,5,4,6,6,7,5,6,7,5,11,52,1,65,,,,,,,,,,65,65,65,2,,4,2,1,4,,2
R_3MtFWk86lTy4ErR,192.36.28.75,12/14/20 6:19,12/14/20 6:24,323,5,4,6,4,5,3,4,5,2,4,3,3,3,1,4,3,3,2,2,4,3,2,2,3,3,11,55,1,168,,,,,,,,,,168,168,168,6,Swedish,6,1,1,6,Specialist,
R_1GIyeq7pUoIJIEA,92.35.107.72,12/7/20 7:02,12/7/20 7:09,324,4,4,4,4,1,1,3,3,4,1,1,3,3,4,1,1,1,1,1,1,1,1,1,1,1,4,57,1,168,,,,,,,,,,168,168,168,6,Swedish,7,1,1,6,,
R_3NXmR4vzwdI3ziS,194.53.167.7,12/23/20 6:27,12/23/20 6:31,325,7,6,7,6,7,7,4,7,7,6,6,4,4,6,3,5,7,7,7,5,2,2,3,6,4,11,30,2,122,,,,,,,,,,183,183,183,6,Russian,7,1,1,4,,2
R_1MKByBkGHhJHPPe,213.162.73.170,12/9/20 2:48,12/9/20 2:56,326,4,4,6,5,5,4,5,5,4,5,4,5,5,4,6,7,5,6,6,6,6,7,6,6,4,9,28,1,10,,,,,,,,,,10,10,10,2,,5,1,1,3,,1
R_esKglMHtVNBX15v,195.245.237.119,12/10/20 9:56,12/10/20 10:04,327,7,5,6,5,4,4,6,7,6,4,6,5,5,6,6,6,7,5,6,6,6,6,5,6,5,11,57,1,169,,,,,,,,,,169,169,169,6,Swiss German,5,1,1,4,,2
R_1FamOqgJmP9byeR,91.192.15.69,12/7/20 7:50,12/7/20 7:56,328,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,11,41,1,65,,,,,,,,,,65,65,65,2,,6,1,1,3,,1
R_2TsAu6NvU7x4wbu,95.223.74.17,12/7/20 11:29,12/7/20 11:36,329,5,5,5,5,4,5,5,4,4,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,9,29,1,65,,,,,,,,,,65,65,65,2,,5,1,1,1,,0
R_3qg00TWCWED0oQ1,92.2.184.229,12/7/20 6:40,12/7/20 6:47,330,7,7,4,4,7,7,7,7,7,6,6,6,6,6,4,4,4,6,4,7,7,7,4,4,6,11,50,1,185,,,,,,,,,,185,185,185,1,,7,1,1,1,,0
R_3EAMAeZlhfRbeXa,91.35.218.205,12/7/20 7:35,12/7/20 7:40,331,6,6,7,5,6,5,7,6,4,5,5,6,6,4,6,6,5,5,5,5,5,5,5,5,5,9,31,1,65,,,,,,,,,,65,65,65,2,,5,1,1,4,,2
R_3rOF2LUXReBAkkS,194.53.167.7,12/7/20 8:31,12/7/20 8:38,332,7,7,7,6,6,6,7,6,6,6,6,5,6,6,5,6,6,5,5,5,5,6,5,5,5,9,43,1,122,,,,,,,,,,122,122,122,6,Dutch,6,1,1,6,Marketeer,
R_2PASsaBZBIOMrJG,86.57.235.62,12/8/20 3:38,12/8/20 3:44,333,6,5,5,5,5,4,6,5,5,5,5,4,5,4,4,4,4,5,5,4,4,4,4,4,4,10,39,1,16,,,,,,,,,,16,16,16,6,russian,5,2,1,2,,0
R_1hQNaf5kXFzlPZu,168.224.160.21,12/7/20 7:33,12/7/20 7:36,334,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,9,47,1,168,,,,,,,,,,168,81,95,6,Swedish,6,1,1,3,,1
R_2U65iuaxPBaQsxk,192.36.28.75,12/8/20 1:44,12/8/20 1:52,335,6,5,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,11,53,1,168,,,,,,,,,,168,168,168,6,Swedish,4,1,1,3,,1
R_3hg2LnOKRCOfhWm,165.225.9.69,12/7/20 8:24,12/7/20 8:32,336,3,5,5,4,3,3,2,3,2,4,4,4,4,4,5,4,5,6,6,6,4,5,5,6,3,9,41,1,187,1,1,,,,,,,,31,,,1,,7,1,1,2,,0
R_tFIpQTUAO16Rdlf,194.8.198.66,12/7/20 7:14,12/7/20 7:21,337,6,6,6,6,5,5,7,6,6,5,6,5,5,5,6,5,6,5,5,5,5,6,5,5,5,11,60,2,65,,,,,,,,,,65,122,65,2,,6,2,1,4,,2
R_RPK83GL8ia7zwul,165.225.27.83,12/9/20 1:27,12/9/20 2:08,338,6,6,5,5,4,4,2,5,5,5,2,3,5,4,6,6,5,5,5,6,5,5,5,5,5,8,29,1,65,,,,,,,,,,65,65,65,2,,5,1,1,4,,2
R_2pQayC9Rr3uQJ64,156.106.202.73,12/7/20 6:50,12/7/20 6:54,339,5,5,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,10,61,1,169,,,,,,,,,,78,78,78,1,,7,1,1,2,,0
R_1OHLfyBS0Z8MvfN,37.201.116.209,12/7/20 9:40,12/7/20 9:47,340,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,10,62,1,65,,,,,,,,,,65,65,65,2,,5,1,1,3,,1
R_3luAtghFHDAgxZ3,147.161.165.33,12/7/20 9:46,12/7/20 9:52,341,6,6,6,4,3,7,7,6,3,3,6,6,6,3,5,6,4,4,5,4,3,6,4,4,4,10,30,2,65,,,,,,,,,,65,65,65,2,,7,1,1,4,,2
R_8wsRUmhRUVMUIJX,91.192.15.69,12/7/20 6:43,12/7/20 6:50,342,6,5,7,6,6,5,4,6,5,6,5,5,6,4,6,4,6,6,4,4,4,6,6,4,5,11,62,1,65,,,,,,,,,,65,65,65,2,,6,1,6,6,Consultant,
R_3oT59eZfM3wUyLa,109.42.113.98,12/7/20 7:22,12/7/20 7:28,343,3,5,6,5,4,4,5,5,2,2,3,5,5,3,5,5,5,5,6,5,5,5,5,2,6,11,47,1,65,,,,,,,,,,65,65,65,2,,7,1,1,6,Senior Specialst,
R_1gCLXv200Hhves7,104.231.239.104,12/7/20 12:54,12/7/20 13:08,344,7,4,5,5,5,4,5,5,4,5,5,4,4,5,5,4,4,5,5,5,4,5,5,5,5,10,50,1,187,1,1,,,,,,,,187,,,1,,5,2,1,4,,2
R_1l6wLxyKX4vdsab,165.225.95.39,12/11/20 13:57,12/11/20 14:00,345,6,4,7,5,6,6,6,6,6,5,5,5,5,5,7,7,7,7,7,5,5,5,5,5,6,11,38,1,169,,,,,,,,,,169,169,169,2,,7,1,1,3,,1
R_2foGlsY4zSwYeMP,168.224.160.23,12/8/20 3:36,12/8/20 3:40,346,5,5,7,5,5,5,5,5,4,5,5,5,5,4,6,6,6,6,7,5,5,4,4,7,4,10,30,2,169,,,,,,,,,,65,65,65,2,,7,1,1,4,,2
R_10Tyqw7utri0HJk,213.55.225.50,12/9/20 5:29,12/9/20 5:39,347,5,5,4,3,5,7,6,3,3,5,7,6,4,3,4,4,4,6,7,4,4,4,5,5,5,11,33,2,169,,,,,,,,,,169,169,169,2,,6,1,1,4,,2
R_27Jpm2VwO0Tbk6p,192.93.23.254,12/10/20 3:57,12/10/20 4:03,348,7,4,6,4,6,4,2,6,6,4,6,3,6,6,6,4,5,5,6,3,3,3,5,5,5,8,43,2,61,,,,,,,,,,76,76,76,6,Hungarian,6,1,1,4,,2
R_1pWiQQitt2rESov,212.25.6.249,12/7/20 9:21,12/7/20 9:30,349,7,6,4,3,5,5,7,7,5,4,5,6,6,4,5,4,4,3,4,3,3,3,3,3,5,10,40,2,169,,,,,,,,,,169,169,169,2,,3,1,1,3,,1
R_2wpBKdhJaERwab0,62.6.155.83,12/8/20 9:45,12/8/20 9:51,350,5,5,5,5,5,5,3,3,5,4,4,4,4,4,5,5,5,3,5,4,4,4,4,4,5,10,32,2,122,,,,,,,,,,122,122,122,6,Dutch,5,1,1,3,,1
R_2Tz6tn0kMdu32WE,77.47.118.42,12/7/20 6:58,12/7/20 7:08,351,7,7,6,4,6,6,6,6,6,4,4,4,4,4,6,7,7,6,7,4,4,4,4,4,5,9,37,2,65,,,,,,,,,,78,78,78,1,,6,1,1,3,,1
R_3khKbJHnZUboNLH,195.48.35.88,12/11/20 8:09,12/11/20 8:16,352,3,3,6,4,5,2,4,2,1,4,4,4,4,4,6,4,4,6,7,1,1,4,2,6,2,11,36,1,169,,,,,,,,,,65,65,65,2,,6,1,1,4,,2
R_331luj6OJMTlruV,165.225.9.88,12/7/20 17:11,12/7/20 17:27,353,5,5,7,7,5,5,4,5,4,4,4,4,4,4,7,7,7,7,7,6,6,6,7,7,2,11,61,1,187,1,1,,,,,,,,84,,,4,,6,1,1,3,,1
R_2Vya7m3cmmKmDGw,194.53.167.7,12/7/20 6:41,12/7/20 6:48,354,5,5,6,6,4,5,6,5,5,4,5,6,5,5,5,5,5,5,5,5,5,5,5,5,3,11,59,1,122,,,,,,,,,,122,122,122,6,Dutch,5,1,1,3,,1
R_1g709pm6b65Ecbn,217.233.68.70,12/7/20 13:43,12/7/20 13:48,355,6,6,6,6,5,5,6,5,5,5,5,6,5,5,6,6,6,6,6,6,6,6,6,6,5,9,47,2,65,,,,,,,,,,65,65,65,2,,7,1,1,3,,1
R_2QS8mvwRmK9r5jO,195.244.239.72,12/7/20 8:24,12/7/20 8:33,356,7,7,5,3,4,5,7,7,7,4,5,7,7,7,5,6,7,5,6,5,5,3,5,3,3,10,35,1,65,,,,,,,,,,65,65,65,2,,5,1,1,3,,1
R_3QYiSBzPw4FpRcH,92.105.33.65,12/10/20 14:53,12/10/20 15:00,357,5,5,6,4,4,5,6,6,5,5,5,6,6,5,6,6,7,7,7,3,4,6,6,5,3,4,37,1,169,,,,,,,,,,169,168,169,2,,5,1,1,3,,1
R_2RWGMFyoCAqecj7,217.119.149.181,12/8/20 0:30,12/8/20 0:41,358,7,5,7,4,7,7,7,7,7,5,5,5,5,5,7,7,7,7,7,4,4,4,4,4,5,11,38,2,169,,,,,,,,,,76,76,76,6,Hungarian,7,1,1,4,,2
R_1M5TzmG0alSqDe5,81.28.198.160,12/7/20 7:13,12/7/20 7:30,359,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11,49,1,61,,,,,,,,,,185,185,185,1,,7,1,1,3,,1
R_1i2tYYy8C9E6aT1,89.202.254.83,12/9/20 0:47,12/9/20 0:52,360,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,10,42,1,10,,,,,,,,,,10,10,10,2,,6,1,1,3,,1
R_30wntB2P1sUK0es,95.96.194.216,12/8/20 1:03,12/8/20 1:08,361,5,5,4,4,4,3,3,5,4,4,4,4,4,4,5,5,5,3,4,5,5,5,3,4,5,11,37,1,122,,,,,,,,,,122,122,122,6,Dutch,6,1,1,6,Senior but not in management,
R_bNI4mI9xC6kxMC5,79.114.172.116,12/10/20 8:17,12/10/20 9:27,362,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,11,44,2,142,,,,,,,,,,142,142,142,6,Romanian,6,1,1,3,,1
R_2WOmAJ1qnPMbh7J,165.225.241.54,12/7/20 6:43,12/7/20 6:46,363,6,5,6,4,5,5,5,5,5,4,4,4,4,4,5,5,5,5,5,4,4,4,4,4,4,8,39,1,17,,,,,,,,,,17,17,17,6,Dutch,6,1,1,3,,1
R_24JdVZ8yVVvTMMg,165.225.38.23,12/7/20 6:44,12/7/20 6:47,364,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,11,38,2,187,1,1,,,,,,,,137,,,6,Polish,7,1,1,3,,1
R_10DaoAuGPhQ4hg5,35.143.248.98,12/7/20 8:51,12/7/20 8:57,365,7,6,7,6,7,7,7,7,6,6,6,6,6,6,7,7,7,7,7,6,6,6,6,6,5,11,48,1,187,1,1,,,,,,,,187,,,1,,7,1,1,3,,1
R_UG4UGGGYrfcXGZX,194.53.167.7,12/7/20 7:01,12/7/20 7:06,366,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,3,6,6,6,5,3,6,4,10,50,1,122,,,,,,,,,,122,122,122,6,Dutch,7,1,1,3,,1
R_2xV5RnsqJZaADYo,194.94.69.67,12/8/20 4:10,12/8/20 4:56,367,6,6,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,11,32,2,65,,,,,,,,,,65,65,65,2,,5,1,1,5,,2
R_1riuuxzAVDfkIiJ,222.124.67.178,12/8/20 5:31,12/8/20 5:40,368,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,9,43,2,79,,,,,,,,,,79,79,79,6,Bahasa Indonesia,7,1,1,3,,1
R_1EbdNfT33BODK7w,147.161.164.245,12/9/20 2:00,12/9/20 2:07,369,7,7,7,5,7,7,7,7,7,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,11,41,2,65,,,,,,,,,,61,122,122,6,Dutch,6,1,1,5,,2
R_264KlwGS5j6OKG2,84.226.198.88,12/14/20 4:52,12/14/20 5:07,370,2,5,2,3,1,1,1,5,5,2,2,2,4,5,2,2,1,2,2,2,1,2,2,2,6,7,30,2,169,,,,,,,,,,84,84,84,4,,7,1,1,4,,2
R_2V7wjAzXFpfnqoY,116.86.153.123,12/7/20 6:38,12/7/20 6:45,371,4,4,6,6,5,5,6,6,5,5,5,6,6,5,6,6,6,4,6,6,6,6,6,6,4,11,48,1,156,,,,,,,,,,122,122,122,6,Dutch,6,1,1,1,,0
R_w5yN9Et6MUXeKel,188.109.108.199,12/7/20 7:04,12/7/20 7:11,372,6,5,7,5,7,7,4,7,6,6,6,4,4,4,7,7,7,7,7,5,5,4,4,5,4,11,22,2,65,,,,,,,,,,65,65,65,2,,5,2,1,5,,2
R_1NsorDmK4r4AEwb,168.224.160.21,12/8/20 3:51,12/8/20 3:58,373,5,5,3,3,6,6,7,7,7,6,6,7,7,7,7,7,2,5,7,6,6,4,4,6,5,9,44,2,142,,,,,,,,,,142,142,142,6,romanian,7,1,1,3,,1
R_SBitWVwzJs4CkjT,212.203.91.132,12/7/20 9:28,12/7/20 9:33,374,6,6,4,3,5,6,6,4,4,5,5,5,4,4,5,5,2,3,5,5,5,4,3,5,5,11,30,2,169,,,,,,,,,,65,65,65,2,,4,1,1,3,,1
R_3lttWXTpZG9isB3,148.168.216.31,12/11/20 12:21,12/11/20 14:03,375,7,6,7,5,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,11,54,2,31,,,,,,,,,,31,78,78,1,,7,1,1,4,,2
R_3nouCUeIunnvut0,185.180.48.199,12/8/20 0:17,12/8/20 0:27,376,7,4,7,4,6,7,6,7,4,4,4,4,4,4,7,7,7,7,7,4,4,4,4,4,4,8,48,2,163,,,,,,,,,,179,179,179,6,Turkish,6,1,1,2,,0
R_cOzLH93XMdQ90aJ,194.53.167.7,12/7/20 7:22,12/7/20 7:45,377,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,10,40,1,122,,,,,,,,,,61,61,61,3,,7,1,1,3,,1
R_8unxaOy2nonE8Xn,165.225.125.50,12/8/20 21:17,12/8/20 21:24,378,6,4,6,6,2,6,2,2,2,6,6,2,2,2,6,6,6,6,6,6,6,6,6,6,2,9,42,1,78,,,,,,,,,,78,78,78,1,,7,1,1,3,,1
R_UiMy4sokTdPSeaJ,165.225.34.76,12/7/20 12:44,12/7/20 12:56,379,7,7,7,5,4,5,5,7,6,5,6,7,7,5,7,7,7,5,5,7,7,6,4,4,5,11,43,2,187,1,1,,,,,,,,187,,,1,,7,1,1,3,,1
R_3qLQAKzp4pQrwpr,147.161.165.15,12/7/20 6:36,12/7/20 6:43,380,6,6,6,6,6,7,7,7,5,6,6,7,7,5,5,5,6,7,4,5,5,6,5,5,5,9,34,2,65,,,,,,,,,,65,65,65,2,,6,1,1,4,,2
R_21sqWN5tmaUf6aV,155.143.168.158,12/7/20 13:45,12/7/20 13:49,381,6,6,1,1,6,5,5,5,7,6,5,5,5,7,1,3,1,1,3,3,3,1,1,3,5,11,40,2,9,,,,,,,,,,185,185,185,1,,7,1,1,3,,1
R_2yrpMWqCvX3RTRt,95.90.186.43,12/9/20 6:08,12/9/20 6:14,382,5,5,4,4,5,5,5,5,3,5,5,5,5,3,5,5,5,5,3,5,5,5,5,3,4,11,33,2,65,,,,,,,,,,65,65,65,2,,5,1,1,3,,1
R_1q9zFTxGRvew4p6,185.39.104.66,12/7/20 7:35,12/7/20 7:42,383,6,5,5,4,6,4,5,4,6,6,5,4,5,6,6,5,6,7,4,6,5,6,7,4,4,11,36,1,65,,,,,,,,,,65,65,65,2,,5,1,1,4,,2
R_2VQJmgKEscUpiDf,109.42.114.160,12/7/20 7:08,12/7/20 7:11,384,4,5,6,7,4,5,7,4,4,4,5,7,3,3,5,5,7,4,5,5,6,7,4,5,4,11,38,1,65,,,,,,,,,,65,65,65,2,,7,1,1,4,,2
R_C8t1GWKbH9k2wQ9,93.218.246.217,12/7/20 9:32,12/7/20 9:38,385,7,7,7,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,5,11,54,1,65,,,,,,,,,,65,65,65,2,,7,1,1,3,,1
R_3HodE0y3B6lDEvi,79.204.223.187,12/10/20 2:33,12/10/20 2:39,386,6,5,6,5,6,6,6,6,6,4,4,4,4,5,5,3,5,5,3,3,3,3,3,3,4,11,45,2,65,,,,,,,,,,65,65,65,2,,6,1,1,6,,
R_1NfFnQEF7lMrsqq,185.46.213.88,12/8/20 2:06,12/8/20 2:18,387,5,6,6,6,5,5,5,5,4,6,6,6,6,5,6,6,5,6,6,6,6,6,6,6,2,10,26,1,122,,,,,,,,,,142,142,142,6,Romanian,7,1,1,4,,2
R_3EsslTNmBgCFC0X,204.114.196.23,12/18/20 23:41,12/18/20 23:43,388,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,40,2,156,,,,,,,,,,156,156,156,1,,5,1,1,3,,1
R_3qg8zWRqATfV8qs,81.198.157.122,12/7/20 10:04,12/7/20 10:12,389,4,4,6,4,4,5,5,6,4,4,5,5,6,5,6,6,6,6,6,6,6,6,6,6,5,10,31,1,94,,,,,,,,,,94,16,143,6,Russian,7,1,1,4,,2
R_3MDVan4A3dFmuWP,104.129.205.0,12/9/20 10:56,12/9/20 11:03,390,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,9,49,2,187,1,1,,,,,,,,187,,,1,,7,1,1,4,,2
R_23VIspPliGgWe8Y,148.168.96.21,12/7/20 17:06,12/7/20 17:11,391,6,6,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,2,7,6,6,2,2,2,5,8,40,2,187,1,1,1,,,,,,,187,,,1,,7,1,1,5,,2
R_3MLSxUWY911J2Nq,91.8.24.201,12/7/20 7:47,12/7/20 7:51,392,7,7,6,6,7,7,6,6,6,6,7,6,6,7,6,7,6,6,7,6,7,7,6,6,2,11,52,1,65,,,,,,,,,,65,65,65,2,,7,1,1,1,,0
R_yWsEy0JZRsppTzj,104.129.205.1,12/7/20 10:23,12/7/20 10:43,393,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,11,57,2,187,1,1,,,,,,,,65,,,2,,7,1,1,4,,2
R_3ey2gxH5yzWsNul,194.56.48.116,12/7/20 6:31,12/7/20 6:37,394,7,5,7,5,7,6,3,5,5,5,5,3,5,6,7,7,6,7,6,6,6,5,6,6,4,10,39,1,169,,,,,,,,,,169,169,169,2,,6,1,1,4,,2
R_2q2keUiEqYsrV8A,89.245.45.149,12/7/20 15:29,12/7/20 15:32,395,5,5,6,6,6,2,4,4,6,6,4,4,4,6,5,5,5,4,5,5,5,5,4,5,4,11,36,2,65,,,,,,,,,,65,65,65,2,,6,1,6,1,,0
R_31SBXhFoRLWZJWF,62.245.183.149,12/8/20 0:35,12/8/20 0:42,396,6,5,6,5,6,6,6,6,6,5,6,6,6,5,6,6,5,6,5,6,5,6,6,5,4,11,35,1,65,,,,,,,,,,65,84,65,2,,5,1,1,4,,2
R_3P5N4GijVFF87Q2,62.245.183.149,12/9/20 3:09,12/9/20 3:18,397,7,5,6,3,6,6,4,6,5,5,5,5,5,5,5,7,7,6,7,5,5,4,4,6,6,11,36,2,65,,,,,,,,,,65,65,65,2,,5,1,1,4,,2
R_3EW2i3cNDUxfUq6,157.34.34.130,12/8/20 10:06,12/8/20 10:13,398,5,5,7,6,7,7,7,7,7,6,6,7,7,7,7,7,7,6,7,7,7,7,4,5,5,9,34,1,78,,,,,,,,,,78,78,78,6,Hindi,6,1,1,6,Front line Sales,
R_1OuJqVOqrY0ytxd,62.245.183.149,12/8/20 23:40,12/8/20 23:46,399,7,7,5,5,6,5,6,5,6,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,4,11,58,2,65,,,,,,,,,,65,65,65,2,,4,1,1,3,,1
